"Car.ax","Time"
5.897439957,1.491
5.859667301,1.501
5.822362423,1.511
5.786417007,1.521
5.751568317,1.531
5.717007637,1.541
5.682884693,1.551
5.649822712,1.561
5.617866039,1.571
5.586757183,1.581
5.556176662,1.591
5.525535107,1.601
5.494724751,1.611
5.463721752,1.621
5.432995319,1.631
5.402685642,1.641
5.372608185,1.651
5.342342854,1.661
5.311996937,1.671
5.281836987,1.681
5.252012253,1.691
5.222443581,1.701
5.192910671,1.711
5.163908958,1.721
5.135705471,1.731
5.107926369,1.741
5.080629826,1.751
5.053711414,1.761
5.027201176,1.771
5.000881672,1.781
4.974897385,1.791
4.949328423,1.801
4.924050331,1.811
4.898822784,1.821
4.873672485,1.831
4.848731518,1.841
4.823543549,1.851
4.79796648,1.861
4.772161007,1.871
4.746421337,1.881
4.718624115,1.891
4.680158138,1.901
4.633252621,1.911
4.581756115,1.921
2.920602322,1.931
2.725048065,1.941
2.433676481,1.951
2.111611843,1.961
2.123821735,1.971
2.462680578,1.981
2.878844976,1.991
3.161137342,2.001
3.23326683,2.011
3.121212006,2.021
2.88884449,2.031
2.596958876,2.041
2.286425114,2.051
2.381276369,2.061
6.017916203,2.071
6.079616547,2.081
6.478845596,2.091
6.831031322,2.101
6.935082436,2.111
6.924315453,2.121
6.936015129,2.131
6.943026066,2.141
6.954115391,2.151
6.961652756,2.161
6.970151424,2.171
6.977174282,2.181
6.983140945,2.191
6.99054718,2.201
6.996244907,2.211
7.002968311,2.221
7.008676052,2.231
7.014883041,2.241
7.020011425,2.251
7.025019646,2.261
7.030129433,2.271
7.03413868,2.281
7.038260937,2.291
7.042075634,2.301
7.043111324,2.311
7.042992115,2.321
7.041623116,2.331
7.039457321,2.341
7.037047863,2.351
7.03537178,2.361
7.031962395,2.371
7.02772522,2.381
7.023732662,2.391
7.020012379,2.401
7.016510487,2.411
7.013166428,2.421
7.010191441,2.431
7.007450581,2.441
7.004985809,2.451
7.002744198,2.461
7.000855446,2.471
6.999205589,2.481
6.997776031,2.491
6.996544838,2.501
6.995501995,2.511
6.994627476,2.521
6.993865013,2.531
6.993320942,2.541
6.99287796,2.551
6.992521286,2.561
6.992233276,2.571
6.991997719,2.581
6.991802692,2.591
6.991632462,2.601
6.991479874,2.611
6.99131918,2.621
6.991159916,2.631
6.990999222,2.641
6.588507175,2.651
5.760393143,2.661
5.13543129,2.671
4.758273602,2.681
4.574306011,2.691
4.517838478,2.701
4.527763844,2.711
4.560421944,2.721
4.59172821,2.731
4.611068726,2.741
4.616653442,2.751
4.610849857,2.761
4.596478939,2.771
4.577870846,2.781
4.558544636,2.791
4.540048122,2.801
4.522790909,2.811
4.506323338,2.821
4.490529537,2.831
4.474711418,2.841
4.458746433,2.851
4.442657471,2.861
4.426550865,2.871
4.410480499,2.881
4.393772602,2.891
4.377039433,2.901
4.360670567,2.911
4.345056057,2.921
4.329956532,2.931
4.315317154,2.941
4.301054955,2.951
4.287847996,2.961
4.274899006,2.971
4.262020111,2.981
4.2492342,2.991
4.236762047,3.001
4.224836826,3.011
4.213625431,3.021
4.202994823,3.031
4.192251682,3.041
4.182522297,3.051
4.173347473,3.061
4.165496826,3.071
4.158623695,3.081
4.152316093,3.091
4.146246433,3.101
4.14019537,3.111
4.134027004,3.121
4.127829075,3.131
4.121265411,3.141
4.114327431,3.151
4.107093334,3.161
4.099563122,3.171
4.091955662,3.181
4.084139347,3.191
4.076126575,3.201
4.06794548,3.211
4.05962038,3.221
4.051151276,3.231
4.042592525,3.241
4.033937931,3.251
4.02525568,3.261
4.016457081,3.271
4.007493973,3.281
3.998365164,3.291
3.989100456,3.301
3.979733467,3.311
3.970290899,3.321
3.960808039,3.331
3.951319456,3.341
3.941821337,3.351
3.932063103,3.361
3.922269583,3.371
3.91258049,3.381
3.903120995,3.391
3.893832207,3.401
3.884619951,3.411
3.875410318,3.421
3.866175175,3.431
3.857043266,3.441
3.847975731,3.451
3.838958263,3.461
3.830000162,3.471
3.821040869,3.481
3.812063932,3.491
3.803022146,3.501
3.793924093,3.511
3.784795284,3.521
3.775661945,3.531
3.766599655,3.541
3.757652044,3.551
3.748794317,3.561
3.740006685,3.571
3.731275797,3.581
3.722594738,3.591
3.71396184,3.601
3.705358267,3.611
3.696808338,3.621
3.68832016,3.631
3.679894924,3.641
3.671533346,3.651
3.663235426,3.661
3.655000687,3.671
3.646836758,3.681
3.638750076,3.691
3.630720377,3.701
3.374513149,3.711
1.967434049,3.721
2.341525316,3.731
2.644242764,3.741
2.874781609,3.751
3.055720806,3.761
3.188052893,3.771
3.270146132,3.781
3.305251598,3.791
3.301722765,3.801
3.26911974,3.811
3.216443777,3.821
3.151978731,3.831
3.081611156,3.841
3.008898497,3.851
2.936145782,3.861
2.864665747,3.871
2.795088053,3.881
2.727774858,3.891
2.662904501,3.901
2.600693941,3.911
2.541335583,3.921
2.484914303,3.931
2.431596041,3.941
4.256815434,3.951
4.826786041,3.961
4.787257671,3.971
4.791394234,3.981
4.796077251,3.991
4.800119877,4.001
4.804480553,4.011
4.809176922,4.021
4.813331604,4.031
4.817391396,4.041
4.821164608,4.051
4.824822426,4.061
4.828194618,4.071
4.830981255,4.081
4.833311081,4.091
4.835669994,4.101
4.8375597,4.111
4.838924408,4.121
4.839810371,4.131
4.840670109,4.141
4.841208935,4.151
4.841350555,4.161
4.841160297,4.171
4.84069252,4.181
4.840074062,4.191
4.839270592,4.201
4.838300705,4.211
4.837187767,4.221
4.835925102,4.231
4.834622383,4.241
4.833209991,4.251
4.831719875,4.261
4.830378056,4.271
4.82820797,4.281
4.826299667,4.291
4.824841499,4.301
4.823518276,4.311
4.822239399,4.321
4.821014404,4.331
4.819807529,4.341
4.818613052,4.351
4.817473888,4.361
4.816385269,4.371
4.815351009,4.381
4.814371586,4.391
4.813434124,4.401
4.812570095,4.411
4.811751842,4.421
4.283176899,4.431
3.772300482,4.441
3.459120274,4.451
3.307540894,4.461
3.266044378,4.471
3.283498764,4.481
3.321735859,4.491
3.358667135,4.501
3.384627342,4.511
3.397993803,4.521
3.400717258,4.531
3.396085262,4.541
3.387534857,4.551
3.377044678,4.561
3.366291285,4.571
3.356095791,4.581
3.346926451,4.591
3.338649511,4.601
3.331051588,4.611
3.323910713,4.621
3.317108393,4.631
3.310559511,4.641
3.304273367,4.651
3.298350096,4.661
3.292587042,4.671
3.286969662,4.681
3.281500578,4.691
3.276213408,4.701
3.271136999,4.711
3.266281843,4.721
3.261235237,4.731
3.256628036,4.741
3.25246644,4.751
3.248703718,4.761
3.245230436,4.771
3.241868496,4.781
3.238518,4.791
3.235142469,4.801
3.23171711,4.811
3.228321075,4.821
3.224827528,4.831
3.221276522,4.841
3.217675447,4.851
3.213986158,4.861
3.210197449,4.871
3.206305981,4.881
3.202313185,4.891
3.198222637,4.901
3.19403863,4.911
3.18976593,4.921
3.185410023,4.931
3.180976391,4.941
3.176470041,4.951
3.171895027,4.961
3.167258978,4.971
3.162568331,4.981
3.157829285,4.991
3.153048515,5.001
3.148237228,5.011
3.143486023,5.021
3.138842106,5.031
3.134315014,5.041
3.129865408,5.051
3.125443459,5.061
3.121011734,5.071
3.116551161,5.081
3.112047911,5.091
3.107514143,5.101
3.10296011,5.111
3.098393202,5.121
3.093820572,5.131
3.089247942,5.141
3.084679842,5.151
3.080120087,5.161
3.075572014,5.171
3.071038485,5.181
3.066521883,5.191
3.062024593,5.201
3.057548523,5.211
3.053095579,5.221
3.048667192,5.231
3.044264555,5.241
3.039889097,5.251
3.035541058,5.261
3.031221151,5.271
3.026929617,5.281
3.022666216,5.291
3.01843071,5.301
3.01422143,5.311
3.010034323,5.321
3.005875587,5.331
3.001742601,5.341
2.997633934,5.351
2.993547678,5.361
2.989482164,5.371
2.985407829,5.381
2.981368303,5.391
2.977352381,5.401
2.973371029,5.411
2.969416142,5.421
2.965476751,5.431
2.961544037,5.441
2.957611322,5.451
1.888490677,5.461
1.634374261,5.471
2.111016035,5.481
2.469590187,5.491
2.711161375,5.501
3.112746954,5.511
3.445958138,5.521
2.546349049,5.531
2.633013487,5.541
2.69736743,5.551
2.724704504,5.561
2.724725008,5.571
2.707839251,5.581
2.681496143,5.591
2.650473595,5.601
2.617665291,5.611
2.584628582,5.621
2.552105188,5.631
2.520479202,5.641
2.489825726,5.651
2.460122585,5.661
2.431297064,5.671
2.40331459,5.681
2.376136541,5.691
2.349775553,5.701
2.324306726,5.711
2.299893379,5.721
2.276843786,5.731
2.255747557,5.741
2.994149685,5.751
3.649935007,5.761
3.590974331,5.771
3.597405672,5.781
3.599219561,5.791
3.60142684,5.801
3.60371542,5.811
3.606021643,5.821
3.608197689,5.831
3.610338688,5.841
3.612517357,5.851
3.614456892,5.861
3.61608243,5.871
3.617485523,5.881
3.618677378,5.891
3.619655371,5.901
3.62046361,5.911
3.621066093,5.921
3.621553898,5.931
3.621805668,5.941
3.621789932,5.951
3.621585131,5.961
3.621222019,5.971
3.620724916,5.981
3.620109558,5.991
3.619389534,6.001
3.618578196,6.011
3.617688417,6.021
3.616733313,6.031
3.615725517,6.041
3.614494562,6.051
3.613332987,6.061
3.612341881,6.071
3.611652851,6.081
3.610559464,6.091
3.609480858,6.101
3.608419895,6.111
3.607372761,6.121
3.606343031,6.131
3.605340242,6.141
3.60436511,6.151
3.603420496,6.161
3.602517605,6.171
3.587911367,6.181
3.21195364,6.191
2.914621115,6.201
2.742811918,6.211
2.669993401,6.221
2.660530329,6.231
2.681582212,6.241
2.710328817,6.251
2.734549284,6.261
2.749780178,6.271
2.756191492,6.281
2.75586319,6.291
2.751324177,6.301
2.744748354,6.311
2.737650156,6.321
2.730998993,6.331
2.724951982,6.341
2.719605684,6.351
2.714820147,6.361
2.710464001,6.371
2.706421137,6.381
2.702604294,6.391
2.69895792,6.401
2.695451736,6.411
2.692072392,6.421
2.688815117,6.431
2.68567729,6.441
2.682439089,6.451
2.679461479,6.461
2.676715851,6.471
2.674181461,6.481
2.671796322,6.491
2.669582367,6.501
2.667585611,6.511
2.665693521,6.521
2.663823128,6.531
2.661919832,6.541
2.659954071,6.551
2.657912731,6.561
2.655792952,6.571
2.653597355,6.581
2.651328802,6.591
2.648991346,6.601
2.64658761,6.611
2.644119501,6.621
2.641589403,6.631
2.638999224,6.641
2.636351109,6.651
2.63365221,6.661
2.630908728,6.671
2.628103733,6.681
2.62524724,6.691
2.622347116,6.701
2.619412661,6.711
2.616409063,6.721
2.613375187,6.731
2.610389709,6.741
2.607440233,6.751
2.604510784,6.761
2.60160327,6.771
2.598706484,6.781
2.595814466,6.791
2.592908859,6.801
2.589989901,6.811
2.587058306,6.821
2.584117889,6.831
2.58117342,6.841
2.578229427,6.851
2.575290203,6.861
2.572359085,6.871
2.569439173,6.881
2.566532373,6.891
2.563640833,6.901
2.560765982,6.911
2.55790925,6.921
2.555071592,6.931
2.552253485,6.941
2.549455881,6.951
2.546678782,6.961
2.543922424,6.971
2.541186571,6.981
2.538470745,6.991
2.535774469,7.001
2.533097029,7.011
2.530437469,7.021
2.5277946,7.031
2.525153875,7.041
2.522523642,7.051
2.519925833,7.061
2.517354965,7.071
2.514803648,7.081
2.512264252,7.091
2.509730339,7.101
2.507196665,7.111
2.306303501,7.121
1.089918613,7.131
1.618222833,7.141
2.298164845,7.151
3.064280748,7.161
2.726912022,7.171
1.84099865,7.181
2.59486413,7.191
2.807991266,7.201
1.876959562,7.211
2.340457439,7.221
2.774106741,7.231
1.968863249,7.241
2.078745842,7.251
2.492280006,7.261
2.305209398,7.271
2.079247475,7.281
2.14892745,7.291
2.188565016,7.301
2.202546597,7.311
2.200097561,7.321
2.188188553,7.331
2.171346426,7.341
2.15233016,7.351
2.132761002,7.361
2.113532066,7.371
2.095155239,7.381
2.077963829,7.391
2.062255144,7.401
2.048405409,7.411
2.036997557,7.421
2.029010296,7.431
2.026175499,7.441
2.031746387,7.451
2.052372217,7.461
2.604898691,7.471
2.790036917,7.481
2.777084589,7.491
2.779107809,7.501
2.780176401,7.511
2.781365156,7.521
2.782562256,7.531
2.783748865,7.541
2.784896612,7.551
2.785986423,7.561
2.787000179,7.571
2.787921429,7.581
2.788738728,7.591
2.789440155,7.601
2.790021658,7.611
2.790478706,7.621
2.790795565,7.631
2.791065216,7.641
2.791149139,7.651
2.79105711,7.661
2.790835857,7.671
2.790510654,7.681
2.790094852,7.691
2.789598703,7.701
2.789030552,7.711
2.788399935,7.721
2.820674896,7.731
2.880088568,7.741
2.936548948,7.751
2.991883516,7.761
0.6503602266,7.771
0.1008690596,7.781
0.08972716331,7.791
0.090921022,7.801
0.09218487889,7.811
0.0988291651,7.821
0.122172989,7.831
0.1785409302,7.841
0.3837824762,7.851
1.028247952,7.861
1.089151263,7.871
1.091940045,7.881
1.086251497,7.891
1.079276919,7.901
1.072625637,7.911
1.066753507,7.921
1.061689973,7.931
1.057615638,7.941
1.053927779,7.951
1.050893307,7.961
1.026221037,7.971
0.9748754501,7.981
0.906450212,7.991
0.8019036055,8.001
0.6706094146,8.011
0.5799244046,8.021
0.3331044316,8.031
0.1013820097,8.041
-0.05708824098,8.051
-0.1432397962,8.061
-0.1718785763,8.071
-0.1652092785,8.081
-0.1436306983,8.091
-0.1209105477,8.101
-0.1038358361,8.111
-0.09405080229,8.121
-0.09055496007,8.131
-0.09133490175,8.141
-0.09454392642,8.151
-0.09806665778,8.161
-0.1013771296,8.171
-0.1041386575,8.181
-0.1063243076,8.191
-0.1080617979,8.201
-0.1095185652,8.211
-0.11083626,8.221
-0.1121068448,8.231
-0.1133679673,8.241
-0.1146237776,8.251
-0.1158563569,8.261
-0.117040202,8.271
-0.1181509271,8.281
-0.1191696525,8.291
-0.1200841814,8.301
-0.120888412,8.311
-0.1215810105,8.321
-0.1221639365,8.331
-0.122641407,8.341
-0.123019129,8.351
-0.1231837422,8.361
-0.1234016865,8.371
-0.1236198545,8.381
-0.123744674,8.391
-0.1237062886,8.401
-0.1235969067,8.411
-0.1234342605,8.421
-0.1232414842,8.431
-0.1230401993,8.441
-0.1228479892,8.451
-0.1226782352,8.461
-0.1225407422,8.471
-0.1224420741,8.481
-0.1223869622,8.491
-0.1223785505,8.501
-0.1224187389,8.511
-0.122508347,8.521
-0.1226472035,8.531
-0.122834228,8.541
-0.1230674386,8.551
-0.1233440414,8.561
-0.1236605421,8.571
-0.1240128428,8.581
-0.1243963987,8.591
-0.1248257682,8.601
-0.1252540648,8.611
-0.1256409734,8.621
-0.126044035,8.631
-0.1264781505,8.641
-0.1269282997,8.651
-0.1273898184,8.661
-0.1278544813,8.671
-0.1283146888,8.681
-0.1287649721,8.691
-0.1292013526,8.701
-0.1296210587,8.711
-0.1300220042,8.721
-0.1304025948,8.731
-0.130761534,8.741
-0.1310978383,8.751
-0.1314107776,8.761
-0.1317000091,8.771
-0.131965518,8.781
-0.132207647,8.791
-0.1324270964,8.801
-0.1326249093,8.811
-0.1328098029,8.821
-0.1329650432,8.831
-0.1330872476,8.841
-0.1331937909,8.851
-0.1332890242,8.861
-0.1333770305,8.871
-0.1334610879,8.881
-0.1335437149,8.891
-0.1336268187,8.901
-0.1337119043,8.911
-0.1338001341,8.921
-0.133892417,8.931
-0.1339894831,8.941
-0.1340918392,8.951
-0.134199813,8.961
-0.1343135387,8.971
-0.1344329715,8.981
-0.1345578879,8.991
-0.1346879154,9.001
-0.1348225474,9.011
-0.1349611431,9.021
-0.1351030022,9.031
-0.1352473348,9.041
-0.1353961378,9.051
-0.1355402172,9.061
-0.1356776208,9.071
-0.1358142495,9.081
-0.1359505057,9.091
-0.1360861808,9.101
-0.1362207681,9.111
-0.1363535225,9.121
-0.1364837289,9.131
-0.1366106123,9.141
-0.1367334276,9.151
-0.1368515342,9.161
-0.136964336,9.171
-0.1370713115,9.181
-0.1371720433,9.191
-0.1372638643,9.201
-0.1373511851,9.211
-0.1374322772,9.221
-0.1375065446,9.231
-0.1375735253,9.241
-0.1376329809,9.251
-0.1376848668,9.261
-0.1377293617,9.271
-0.1377667189,9.281
-0.1377972811,9.291
-0.1378237754,9.301
-0.1378379613,9.311
-0.1378462911,9.321
-0.1378496289,9.331
-0.137848869,9.341
-0.1378447264,9.351
-0.1378377676,9.361
-0.1378284246,9.371
-0.1378170252,9.381
-0.137803793,9.391
-0.1377889216,9.401
-0.1377725601,9.411
-0.1377547979,9.421
-0.1377349049,9.431
-0.1377138644,9.441
-0.1376924515,9.451
-0.1376699805,9.461
-0.1376461387,9.471
-0.1376206279,9.481
-0.1375931799,9.491
-0.1375635862,9.501
-0.1375316978,9.511
-0.1374973655,9.521
-0.137460798,9.531
-0.1374207586,9.541
-0.1373768002,9.551
-0.137329936,9.561
-0.1372802556,9.571
-0.1372276992,9.581
-0.1371721923,9.591
-0.1371136159,9.601
-0.1370518506,9.611
-0.136986807,9.621
-0.1369183362,9.631
-0.1368463933,9.641
-0.1367708743,9.651
-0.1366917193,9.661
-0.1366079748,9.671
-0.1365214586,9.681
-0.1364315599,9.691
-0.1363380998,9.701
-0.1362409145,9.711
-0.1361399293,9.721
-0.1360351294,9.731
-0.1359270364,9.741
-0.1358144581,9.751
-0.1356977075,9.761
-0.1355773807,9.771
-0.1354536265,9.781
-0.1353266388,9.791
-0.1351965666,9.801
-0.1350634992,9.811
-0.1349275261,9.821
-0.1347887516,9.831
-0.1346472055,9.841
-0.1345029473,9.851
-0.1343560368,9.861
-0.1342065185,9.871
-0.1340544075,9.881
-0.1338997483,9.891
-0.1337425411,9.901
-0.1335828006,9.911
-0.1334205419,9.921
-0.1332557499,9.931
-0.1330884397,9.941
-0.1329185665,9.951
-0.1327461451,9.961
-0.132571131,9.971
-0.132393539,9.981
-0.1322133094,9.991
-0.1320304573,10.001
-0.1318449378,10.011
-0.1316567361,10.021
-0.1314658374,10.031
-0.1312722415,10.041
-0.1310759038,10.051
-0.1308768392,10.061
-0.1306750178,10.071
-0.1304704696,10.081
-0.1302631497,10.091
-0.1300530881,10.101
-0.1298402846,10.111
-0.1296247542,10.121
-0.129406482,10.131
-0.1291854978,10.141
-0.1289618164,10.151
-0.1287354678,10.161
-0.1285064518,10.171
-0.1282747835,10.181
-0.1280405074,10.191
-0.1278036386,10.201
-0.1275641918,10.211
-0.127322197,10.221
-0.1270776689,10.231
-0.1268306524,10.241
-0.1265811622,10.251
-0.1263292134,10.261
-0.1260748357,10.271
-0.1258180439,10.281
-0.1255588531,10.291
-0.125297308,10.301
-0.1250333935,10.311
-0.1247671545,10.321
-0.1244985908,10.331
-0.124227725,10.341
-0.1239545718,10.351
-0.1236791387,10.361
-0.1234014407,10.371
-0.1231214926,10.381
-0.1228392944,10.391
-0.1225548685,10.401
-0.1222682223,10.411
-0.1219793558,10.421
-0.121688284,10.431
-0.1213950217,10.441
-0.1210995615,10.451
-0.1208019331,10.461
-0.1205021292,10.471
-0.1202001646,10.481
-0.1198960468,10.491
-0.1195897907,10.501
-0.1192813963,10.511
-0.1189708859,10.521
-0.1186582595,10.531
-0.1183435321,10.541
-0.118026711,10.551
-0.1177078187,10.561
-0.1173868552,10.571
-0.1170638427,10.581
-0.1167387962,10.591
-0.1164117157,10.601
-0.1160826236,10.611
-0.1157515347,10.621
-0.1154184565,10.631
-0.1150834113,10.641
-0.1147464141,10.651
-0.1144074723,10.661
-0.1140666008,10.671
-0.1137238219,10.681
-0.1133791506,10.691
-0.1130325869,10.701
-0.1126841605,10.711
-0.1123338863,10.721
-0.1119817793,10.731
-0.1116278395,10.741
-0.1112720966,10.751
-0.1109145507,10.761
-0.1105552241,10.771
-0.1101941317,10.781
-0.1098312885,10.791
-0.1094667092,10.801
-0.109100394,10.811
-0.1087323725,10.821
-0.1083626524,10.831
-0.1079912484,10.841
-0.107618168,10.851
-0.1072434261,10.861
-0.1068670452,10.871
-0.1064890251,10.881
-0.1061093882,10.891
-0.105728142,10.901
-0.1053453013,10.911
-0.1049608812,10.921
-0.1045748964,10.931
-0.104187347,10.941
-0.1037982628,10.951
-0.1034076437,10.961
-0.1030155122,10.971
-0.1026218757,10.981
-0.1022267491,10.991
-0.1018301472,11.001
-0.101432085,11.011
-0.10103257,11.021
-0.100631617,11.031
-0.100229241,11.041
-0.09982544929,11.051
-0.09942027181,11.061
-0.09901370853,11.071
-0.09860577434,11.081
-0.09819648415,11.091
-0.0977858454,11.101
-0.0973738879,11.111
-0.09696061164,11.121
-0.09654603153,11.131
-0.09613016993,11.141
-0.09571303427,11.151
-0.09529463202,11.161
-0.09487498552,11.171
-0.09445410967,11.181
-0.09403201193,11.191
-0.09360870719,11.201
-0.09318421036,11.211
-0.09275853634,11.221
-0.09233169258,11.231
-0.09190370142,11.241
-0.09147457033,11.251
-0.09104431421,11.261
-0.09061294794,11.271
-0.09018047899,11.281
-0.08974692971,11.291
-0.08931230754,11.301
-0.08887662739,11.311
-0.08843990415,11.321
-0.08800215274,11.331
-0.0875633806,11.341
-0.08712360263,11.351
-0.08668283373,11.361
-0.08624108136,11.371
-0.08579836786,11.381
-0.08535470814,11.391
-0.08491010219,11.401
-0.08446457237,11.411
-0.08401813358,11.421
-0.08357079327,11.431
-0.08312256634,11.441
-0.0826734677,11.451
-0.08222351223,11.461
-0.08177271485,11.471
-0.08132107556,11.481
-0.0808686167,11.491
-0.08041536063,11.501
-0.0799612999,11.511
-0.0795064643,11.521
-0.0790508613,11.531
-0.07859450579,11.541
-0.07813740522,11.551
-0.07767958194,11.561
-0.07722104341,11.571
-0.07676179707,11.581
-0.07630186528,11.591
-0.07584125549,11.601
-0.07537999004,11.611
-0.07491806895,11.621
-0.07445551455,11.631
-0.07399233431,11.641
-0.07352854311,11.651
-0.07306414843,11.661
-0.07259918004,11.671
-0.07213363051,11.681
-0.07166752219,11.691
-0.07120086998,11.701
-0.07073368877,11.711
-0.07026597857,11.721
-0.06979776174,11.731
-0.06932905316,11.741
-0.0688598603,11.751
-0.06839019805,11.761
-0.06792007387,11.771
-0.0674495101,11.781
-0.06697851419,11.791
-0.06650709361,11.801
-0.06603527069,11.811
-0.06556305289,11.821
-0.06509045511,11.831
-0.06461748481,11.841
-0.06414415687,11.851
-0.06367048621,11.861
-0.06319648027,11.871
-0.06272216141,11.881
-0.06224753335,11.891
-0.06177260727,11.901
-0.06129740179,11.911
-0.06082192436,11.921
-0.06034618989,11.931
-0.05987020954,11.941
-0.05939399824,11.951
-0.05891756341,11.961
-0.05844091997,11.971
-0.05796407908,11.981
-0.05748705566,11.991
-0.05700985715,12.001
-0.05653250217,12.011
-0.05605499446,12.021
-0.05557735264,12.031
-0.05509958789,12.041
-0.05462171137,12.051
-0.05414373055,12.061
-0.05366566405,12.071
-0.05318752304,12.081
-0.05270932242,12.091
-0.05223106593,12.101
-0.05175276473,12.111
-0.4244090021,12.121
-4.452488899,12.131
-7.179021358,12.141
-6.94510603,12.151
-7.020470619,12.161
-7.071020603,12.171
-7.122331142,12.181
-7.188498974,12.191
-7.281883717,12.201
-7.387595654,12.211
-7.511820316,12.221
-7.650707722,12.231
-7.783464909,12.241
-7.919245243,12.251
-8.05472374,12.261
-8.164610863,12.271
-8.233184814,12.281
-8.271359444,12.291
-8.280517578,12.301
-8.264312744,12.311
-8.201488495,12.321
-8.105130196,12.331
-7.993504524,12.341
-7.868427753,12.351
-7.736090183,12.361
-7.599507809,12.371
-7.465304375,12.381
-7.340397835,12.391
-7.235201359,12.401
-7.149721146,12.411
-7.077123642,12.421
-7.01765871,12.431
-6.971550465,12.441
-6.944387436,12.451
-6.930722237,12.461
-6.932311058,12.471
-6.945074558,12.481
-6.966526031,12.491
-6.996783733,12.501
-7.02466917,12.511
-7.05604744,12.521
-7.094287872,12.531
-7.139321804,12.541
-7.193204403,12.551
-7.251342773,12.561
-7.311908245,12.571
-7.377680779,12.581
-7.441692829,12.591
-7.502587318,12.601
-7.558032036,12.611
-7.607096672,12.621
-7.652911186,12.631
-7.693881512,12.641
-7.725170135,12.651
-7.745164394,12.661
-7.754480362,12.671
-7.75485754,12.681
-7.743906975,12.691
-7.717186928,12.701
-7.681418419,12.711
-7.640313625,12.721
-7.597108841,12.731
-7.552354336,12.741
-7.506939411,12.751
-7.461753368,12.761
-7.421705246,12.771
-7.38641119,12.781
-7.354420185,12.791
-7.326758385,12.801
-7.303604126,12.811
-7.285299301,12.821
-7.272008419,12.831
-7.263728142,12.841
-7.260312557,12.851
-7.261490345,12.861
-7.266601563,12.871
-7.274586201,12.881
-7.282598019,12.891
-7.293609619,12.901
-7.307869434,12.911
-7.324748516,12.921
-7.343379974,12.931
-7.362880707,12.941
-7.382880211,12.951
-7.402487755,12.961
-7.421161652,12.971
-7.438528061,12.981
-7.453977585,12.991
-7.467104435,13.001
-7.477587223,13.011
-7.485193253,13.021
-7.489783287,13.031
-7.491308689,13.041
-7.48981142,13.051
-7.485654354,13.061
-7.476847172,13.071
-7.465138912,13.081
-7.451759815,13.091
-7.437211037,13.101
